moment,isin,name,contract_type,iz_fiz,clients_in_long,clients_in_short,short_position,long_position,change_prev_week_short_abs,change_prev_week_long_abs,change_prev_week_short_perc,change_prev_week_long_perc,Unnamed: 13
2018-04-24,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2642.0,4878.0,289923.0,86255.0,26657.0,6656.0,0.10126,0.08362,
2018-05-08,BR,Фьючерсный контракт на нефть BRENT,F,,51.0,77.0,108830.0,257788.0,2572.0,-64776.0,0.02421,-0.20082,
2018-05-08,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2122.0,3714.0,213102.0,64144.0,-66245.0,1103.0,-0.23714,0.0175,
2018-05-15,BR,Фьючерсный контракт на нефть BRENT,F,,46.0,89.0,140404.0,341031.0,9550.0,4137.0,0.07298,0.01228,
2018-05-15,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2249.0,4529.0,269355.0,68728.0,-4286.0,1127.0,-0.01566,0.01667,
2018-05-22,BR,Фьючерсный контракт на нефть BRENT,F,,51.0,89.0,125818.0,344982.0,-3514.0,76204.0,-0.02717,0.28352,
2018-05-22,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2262.0,5124.0,304892.0,85728.0,66900.0,-12818.0,0.2811,-0.13007,
2018-05-29,BR,Фьючерсный контракт на нефть BRENT,F,,54.0,71.0,171809.0,215585.0,10134.0,30086.0,0.06268,0.16219,
2018-05-29,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3197.0,3299.0,179732.0,135956.0,7621.0,-12331.0,0.04428,-0.08316,
2018-06-05,BR,Фьючерсный контракт на нефть BRENT,F,,56.0,52.0,159639.0,172480.0,29064.0,-86856.0,0.22258,-0.33492,
2018-06-05,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3384.0,2452.0,152786.0,139945.0,-59633.0,56287.0,-0.28073,0.67282,
2018-06-19,BR,Фьючерсный контракт на нефть BRENT,F,,38.0,63.0,166539.0,299629.0,22355.0,35333.0,0.15504,0.13369,
2018-06-19,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1793.0,3840.0,203068.0,69978.0,7612.0,-5366.0,0.03894,-0.07122,
2018-06-26,BR,Фьючерсный контракт на нефть BRENT,F,,50.0,52.0,184697.0,325088.0,17265.0,49489.0,0.10312,0.17957,
2018-06-26,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1692.0,4164.0,218275.0,77884.0,29903.0,-2321.0,0.15874,-0.02894,
2018-07-03,BR,Фьючерсный контракт на нефть BRENT,F,,44.0,57.0,190272.0,285061.0,11299.0,4127.0,0.06313,0.01469,
2018-07-03,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2460.0,3344.0,192413.0,97624.0,4194.0,11366.0,0.02228,0.13177,
2018-07-10,BR,Фьючерсный контракт на нефть BRENT,F,,51.0,60.0,175153.0,332772.0,1114.0,27397.0,0.0064,0.08972,
2018-07-10,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2367.0,4158.0,245164.0,87545.0,30433.0,4150.0,0.14173,0.04976,
2018-07-17,BR,Фьючерсный контракт на нефть BRENT,F,,69.0,42.0,311174.0,160769.0,-2527.0,4960.0,-0.00806,0.03183,
2018-07-17,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4866.0,1835.0,107271.0,257676.0,8458.0,971.0,0.0856,0.00378,
2018-07-24,BR,Фьючерсный контракт на нефть BRENT,F,,51.0,49.0,196726.0,201405.0,-10238.0,26902.0,-0.04947,0.15416,
2018-07-24,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3233.0,2619.0,162210.0,157531.0,20075.0,-17065.0,0.14124,-0.09774,
2018-07-31,BR,Фьючерсный контракт на нефть BRENT,F,,43.0,67.0,240457.0,266987.0,18782.0,-53475.0,0.08473,-0.16687,
2018-07-31,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2497.0,2496.0,144375.0,117845.0,-50585.0,21672.0,-0.25946,0.22534,
2018-08-07,BR,Фьючерсный контракт на нефть BRENT,F,,38.0,48.0,169081.0,201422.0,2720.0,4478.0,0.01635,0.02274,
2018-08-07,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2110.0,3227.0,144522.0,112181.0,7377.0,5619.0,0.05379,0.05273,
2018-08-14,BR,Фьючерсный контракт на нефть BRENT,F,,42.0,48.0,173199.0,202970.0,-5688.0,32791.0,-0.0318,0.19269,
2018-08-14,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2202.0,2975.0,134728.0,104957.0,15478.0,-23001.0,0.12979,-0.17975,
2018-08-21,BR,Фьючерсный контракт на нефть BRENT,F,,36.0,57.0,149296.0,229571.0,1552.0,35245.0,0.0105,0.18137,
2018-08-21,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1962.0,3742.0,176189.0,95914.0,20796.0,-12897.0,0.13383,-0.11853,
2018-08-28,BR,Фьючерсный контракт на нефть BRENT,F,,43.0,60.0,154232.0,379166.0,2077.0,20235.0,0.01365,0.05638,
2018-08-28,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2115.0,4988.0,305005.0,80071.0,16400.0,-1758.0,0.05683,-0.02148,
2018-09-04,BR,Фьючерсный контракт на нефть BRENT,F,,41.0,48.0,166594.0,374065.0,1652.0,-12638.0,0.01002,-0.03268,
2018-09-04,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1787.0,4787.0,282480.0,75009.0,2463.0,16753.0,0.0088,0.28758,
2018-09-11,BR,Фьючерсный контракт на нефть BRENT,F,,44.0,44.0,171735.0,372659.0,-7769.0,28088.0,-0.04328,0.08152,
2018-09-11,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2005.0,4670.0,277607.0,76683.0,35282.0,-575.0,0.1456,-0.00744,
2018-09-18,BR,Фьючерсный контракт на нефть BRENT,F,,51.0,46.0,177772.0,378486.0,6047.0,35734.0,0.03521,0.10426,
2018-09-18,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2203.0,4581.0,285728.0,85014.0,25265.0,-4422.0,0.097,-0.04944,
2018-09-25,BR,Фьючерсный контракт на нефть BRENT,F,,53.0,50.0,174953.0,430966.0,-694.0,10502.0,-0.00395,0.02498,
2018-09-25,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2181.0,5205.0,329571.0,73558.0,9808.0,-1388.0,0.03067,-0.01852,
2018-10-02,BR,Фьючерсный контракт на нефть BRENT,F,,44.0,52.0,182349.0,414646.0,-6271.0,-7729.0,-0.03325,-0.0183,
2018-10-02,BR,Фьючерсный контракт на нефть BRENT,F,1.0,1881.0,4438.0,291236.0,58939.0,5940.0,7398.0,0.02082,0.14354,
2018-10-09,BR,Фьючерсный контракт на нефть BRENT,F,,39.0,47.0,184827.0,363733.0,3651.0,1755.0,0.02015,0.00485,
2018-10-09,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2194.0,4171.0,255879.0,76973.0,6497.0,8393.0,0.02605,0.12238,
2018-10-16,BR,Фьючерсный контракт на нефть BRENT,F,,47.0,38.0,205000.0,210181.0,-25398.0,-1958.0,-0.11024,-0.00923,
2018-10-16,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3744.0,2691.0,161784.0,156603.0,10491.0,-12949.0,0.06934,-0.07637,
2018-10-23,BR,Фьючерсный контракт на нефть BRENT,F,,53.0,40.0,254827.0,176974.0,47603.0,5544.0,0.22972,0.03234,
2018-10-23,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3815.0,1996.0,144104.0,221957.0,-14201.0,27858.0,-0.08971,0.14352,
2018-10-30,BR,Фьючерсный контракт на нефть BRENT,F,,49.0,43.0,205447.0,125514.0,33268.0,-7141.0,0.19322,-0.05383,
2018-10-30,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3573.0,1935.0,102670.0,182603.0,-15124.0,25285.0,-0.12839,0.16073,
2018-11-06,BR,Фьючерсный контракт на нефть BRENT,F,,59.0,29.0,296546.0,96018.0,23365.0,-271.0,0.08553,-0.00281,
2018-11-06,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4672.0,1371.0,76632.0,277160.0,-9637.0,13999.0,-0.11171,0.0532,
2018-11-13,BR,Фьючерсный контракт на нефть BRENT,F,,66.0,33.0,435377.0,95828.0,99685.0,6386.0,0.29695,0.0714,
2018-11-13,BR,Фьючерсный контракт на нефть BRENT,F,1.0,6237.0,1321.0,63729.0,403278.0,-11016.0,82283.0,-0.14738,0.25634,
2018-11-20,BR,Фьючерсный контракт на нефть BRENT,F,,84.0,30.0,414039.0,88043.0,63880.0,5289.0,0.18243,0.06391,
2018-11-20,BR,Фьючерсный контракт на нефть BRENT,F,1.0,6394.0,1315.0,48131.0,374127.0,-22634.0,35957.0,-0.31985,0.10633,
2018-11-27,BR,Фьючерсный контракт на нефть BRENT,F,,75.0,41.0,362565.0,125563.0,18835.0,-3847.0,0.0548,-0.02973,
2018-11-27,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5737.0,2336.0,86709.0,323711.0,-4422.0,18260.0,-0.04852,0.05978,
2018-12-04,BR,Фьючерсный контракт на нефть BRENT,F,,75.0,31.0,298437.0,138535.0,-57710.0,3189.0,-0.16204,0.02356,
2018-12-04,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4527.0,2073.0,89090.0,248992.0,38421.0,-22478.0,0.75827,-0.0828,
2018-12-11,BR,Фьючерсный контракт на нефть BRENT,F,,80.0,33.0,404364.0,177418.0,-24916.0,6556.0,-0.05804,0.03837,
2018-12-11,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5871.0,1882.0,97896.0,324842.0,16927.0,-14545.0,0.20906,-0.04286,
2018-12-18,BR,Фьючерсный контракт на нефть BRENT,F,,64.0,33.0,490155.0,172032.0,48524.0,-706.0,0.10987,-0.00409,
2018-12-18,BR,Фьючерсный контракт на нефть BRENT,F,1.0,6408.0,1870.0,80243.0,398366.0,17784.0,67014.0,0.28473,0.20224,
2019-01-08,BR,Фьючерсный контракт на нефть BRENT,F,,44.0,33.0,273345.0,197036.0,12781.0,-4511.0,0.04905,-0.02238,
2019-01-08,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3175.0,2577.0,82744.0,159053.0,-9463.0,7829.0,-0.10263,0.05177,
2019-01-15,BR,Фьючерсный контракт на нефть BRENT,F,,67.0,38.0,490784.0,205549.0,19054.0,9548.0,0.04039,0.04871,
2019-01-15,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3814.0,3773.0,138114.0,423349.0,-7006.0,2500.0,-0.04828,0.00594,
2019-01-22,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4365.0,3279.0,113201.0,1011689.0,-40770.0,306735.0,-0.26479,0.43511,
2019-01-22,BR,Фьючерсный контракт на нефть BRENT,F,,68.0,40.0,1095742.0,197254.0,340876.0,-6629.0,0.45157,-0.03251,
2019-01-29,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3452.0,3969.0,146463.0,1072299.0,27684.0,60013.0,0.23307,0.05928,
2019-01-29,BR,Фьючерсный контракт на нефть BRENT,F,,71.0,52.0,1347957.0,422121.0,233746.0,201417.0,0.20979,0.91261,
2019-02-05,BR,Фьючерсный контракт на нефть BRENT,F,,75.0,36.0,1219269.0,211321.0,10023.0,7660.0,0.00829,0.03761,
2019-02-05,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4421.0,2706.0,94965.0,1102913.0,-5485.0,-3122.0,-0.0546,-0.00282,
2019-02-12,BR,Фьючерсный контракт на нефть BRENT,F,,68.0,47.0,1076707.0,239070.0,-168153.0,38114.0,-0.13508,0.18966,
2019-02-12,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3127.0,4769.0,204377.0,1042014.0,102521.0,-103746.0,1.0065,-0.09055,
2019-02-19,BR,Фьючерсный контракт на нефть BRENT,F,,63.0,55.0,1015292.0,239595.0,46575.0,611.0,0.04808,0.00256,
2019-02-19,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3568.0,5119.0,234538.0,1010235.0,-34565.0,11399.0,-0.12845,0.01141,
2019-02-26,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3701.0,4157.0,148021.0,1130587.0,-9933.0,71971.0,-0.06289,0.06799,
2019-02-26,BR,Фьючерсный контракт на нефть BRENT,F,,53.0,60.0,1183370.0,200804.0,60349.0,-21555.0,0.05374,-0.09694,
2019-03-05,BR,Фьючерсный контракт на нефть BRENT,F,,60.0,61.0,1239800.0,191423.0,154050.0,-315.0,0.14188,-0.00164,
2019-03-05,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3015.0,4263.0,150836.0,1199213.0,-30671.0,123694.0,-0.16898,0.11501,
2019-03-12,BR,Фьючерсный контракт на нефть BRENT,F,,60.0,65.0,1197539.0,189784.0,-9327.0,-3286.0,-0.00773,-0.01702,
2019-03-12,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3209.0,4847.0,191634.0,1199389.0,14202.0,8161.0,0.08004,0.00685,
2019-03-19,BR,Фьючерсный контракт на нефть BRENT,F,,67.0,52.0,1224884.0,190484.0,11557.0,649.0,0.00953,0.00342,
2019-03-19,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3580.0,4638.0,187815.0,1222215.0,-3923.0,6985.0,-0.02046,0.00575,
2019-03-26,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3224.0,5213.0,258853.0,1228278.0,70717.0,-33093.0,0.37588,-0.02624,
2019-03-26,BR,Фьючерсный контракт на нефть BRENT,F,,63.0,75.0,1403079.0,433654.0,134168.0,237978.0,0.10573,1.2162,
2019-04-02,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2703.0,5404.0,233756.0,933150.0,36533.0,-288540.0,0.18524,-0.23618,
2019-04-02,BR,Фьючерсный контракт на нефть BRENT,F,,68.0,63.0,900088.0,200694.0,-312534.0,12539.0,-0.25773,0.06664,
2019-04-09,BR,Фьючерсный контракт на нефть BRENT,F,,56.0,74.0,417411.0,12293.0,-144975.0,-105210.0,-0.25779,-0.89538,
2019-04-09,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2797.0,5993.0,255472.0,660590.0,-67309.0,-107074.0,-0.20853,-0.13948,
2019-04-16,BR,Фьючерсный контракт на нефть BRENT,F,,77.0,70.0,60316.0,183983.0,-4492.0,14370.0,-0.06931,0.08472,
2019-04-16,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3273.0,5587.0,262483.0,138816.0,1166.0,-17696.0,0.00446,-0.11306,
2019-04-23,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2911.0,5884.0,315154.0,91369.0,11407.0,-952.0,0.03755,-0.01031,
2019-04-23,BR,Фьючерсный контракт на нефть BRENT,F,,64.0,73.0,32182.0,255967.0,-4822.0,7537.0,-0.13031,0.03034,
2019-04-30,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2970.0,4323.0,218312.0,104297.0,16129.0,-24203.0,0.07977,-0.18835,
2019-04-30,BR,Фьючерсный контракт на нефть BRENT,F,,65.0,51.0,95625.0,209640.0,-12085.0,28247.0,-0.1122,0.15572,
2019-05-07,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3917.0,3484.0,160991.0,163521.0,-54574.0,63478.0,-0.25317,0.63451,
2019-05-07,BR,Фьючерсный контракт на нефть BRENT,F,,63.0,61.0,60887.0,58357.0,27306.0,-90746.0,0.81314,-0.60861,
2019-05-14,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2904.0,4268.0,201783.0,117465.0,21808.0,-55367.0,0.12117,-0.32035,
2019-05-14,BR,Фьючерсный контракт на нефть BRENT,F,,61.0,49.0,37756.0,122074.0,-52303.0,24872.0,-0.58076,0.25588,
2019-05-21,BR,Фьючерсный контракт на нефть BRENT,F,,67.0,43.0,81079.0,112822.0,1908.0,-18122.0,0.0241,-0.1384,
2019-05-21,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3566.0,4151.0,185654.0,153911.0,-10818.0,9212.0,-0.05506,0.06366,
2019-05-28,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3312.0,4142.0,185616.0,143358.0,21628.0,-25040.0,0.13189,-0.1487,
2019-05-28,BR,Фьючерсный контракт на нефть BRENT,F,,53.0,57.0,62036.0,104294.0,-38643.0,8025.0,-0.38382,0.08336,
2019-06-04,BR,Фьючерсный контракт на нефть BRENT,F,,50.0,39.0,173975.0,22511.0,-40165.0,9032.0,-0.18756,0.67008,
2019-06-04,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5625.0,1933.0,93844.0,245308.0,31436.0,-17761.0,0.50372,-0.06751,
2019-06-11,BR,Фьючерсный контракт на нефть BRENT,F,,50.0,54.0,156205.0,34416.0,-10179.0,-15501.0,-0.06118,-0.31054,
2019-06-11,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5117.0,3013.0,109834.0,231623.0,10453.0,15775.0,0.10518,0.07308,
2019-06-18,BR,Фьючерсный контракт на нефть BRENT,F,,50.0,58.0,174719.0,90540.0,-17922.0,54075.0,-0.09303,1.4829,
2019-06-18,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4752.0,3587.0,154449.0,238628.0,47113.0,-24884.0,0.43893,-0.09443,
2019-06-25,BR,Фьючерсный контракт на нефть BRENT,F,,58.0,46.0,175581.0,105586.0,-26814.0,21940.0,-0.13248,0.2623,
2019-06-25,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4282.0,4057.0,136594.0,206589.0,21092.0,-27662.0,0.18261,-0.11809,
2019-07-02,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5772.0,1977.0,64034.0,310536.0,1665.0,66085.0,0.0267,0.27034,
2019-07-02,BR,Фьючерсный контракт на нефть BRENT,F,,49.0,45.0,256079.0,9577.0,64084.0,-336.0,0.33378,-0.03389,
2019-07-09,BR,Фьючерсный контракт на нефть BRENT,F,,60.0,46.0,146118.0,22208.0,8469.0,3038.0,0.06153,0.15848,
2019-07-09,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4821.0,3006.0,122285.0,246195.0,-390.0,5041.0,-0.00318,0.0209,
2019-07-16,BR,Фьючерсный контракт на нефть BRENT,F,,69.0,59.0,127692.0,140284.0,-4445.0,-30287.0,-0.03364,-0.17756,
2019-07-16,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3859.0,4664.0,198181.0,185589.0,-17324.0,8518.0,-0.08039,0.0481,
2019-07-23,BR,Фьючерсный контракт на нефть BRENT,F,,62.0,53.0,200835.0,52113.0,-4274.0,2617.0,-0.02084,0.05287,
2019-07-23,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5122.0,3379.0,146676.0,295398.0,12134.0,5243.0,0.09019,0.01807,
2019-07-30,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3782.0,4069.0,158476.0,225637.0,11534.0,-15400.0,0.07849,-0.06389,
2019-07-30,BR,Фьючерсный контракт на нефть BRENT,F,,62.0,44.0,162065.0,94904.0,12516.0,39450.0,0.08369,0.7114,
2019-08-06,BR,Фьючерсный контракт на нефть BRENT,F,,60.0,67.0,260747.0,15340.0,50843.0,2058.0,0.24222,0.15495,
2019-08-06,BR,Фьючерсный контракт на нефть BRENT,F,1.0,6240.0,2792.0,126746.0,372153.0,476.0,49261.0,0.00377,0.15256,
2019-08-13,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4323.0,4482.0,284045.0,235589.0,77939.0,-108934.0,0.37815,-0.31619,
2019-08-13,BR,Фьючерсный контракт на нефть BRENT,F,,57.0,66.0,136576.0,185032.0,-77798.0,109075.0,-0.36291,1.436,
2019-08-20,BR,Фьючерсный контракт на нефть BRENT,F,,66.0,61.0,199453.0,18869.0,39798.0,-21084.0,0.24927,-0.52772,
2019-08-20,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5225.0,3641.0,154580.0,335164.0,-11383.0,49499.0,-0.06859,0.17328,
2019-08-27,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5270.0,3727.0,191321.0,316812.0,-11261.0,9369.0,-0.05559,0.03047,
2019-08-27,BR,Фьючерсный контракт на нефть BRENT,F,,68.0,66.0,211596.0,86105.0,-8759.0,-29389.0,-0.03975,-0.25446,
2019-09-03,BR,Фьючерсный контракт на нефть BRENT,F,,67.0,59.0,365076.0,111559.0,52307.0,31423.0,0.16724,0.39212,
2019-09-03,BR,Фьючерсный контракт на нефть BRENT,F,1.0,6139.0,2751.0,124146.0,377663.0,36660.0,57544.0,0.41904,0.17976,
2019-09-10,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3902.0,5777.0,243895.0,605291.0,-13931.0,383598.0,-0.05403,1.7303,
2019-09-10,BR,Фьючерсный контракт на нефть BRENT,F,,55.0,77.0,484051.0,122655.0,366906.0,-30623.0,3.1321,-0.19979,
2019-09-17,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4237.0,3612.0,125639.0,1389940.0,-95136.0,454242.0,-0.43092,0.48546,
2019-09-17,BR,Фьючерсный контракт на нефть BRENT,F,,70.0,66.0,1319112.0,54811.0,454322.0,-95056.0,0.52536,-0.63427,
2019-09-24,BR,Фьючерсный контракт на нефть BRENT,F,,85.0,62.0,1562123.0,254737.0,185062.0,158051.0,0.13439,1.6347,
2019-09-24,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5551.0,3456.0,118286.0,1425672.0,-18452.0,8559.0,-0.13494,0.00604,
2019-10-01,BR,Фьючерсный контракт на нефть BRENT,F,,72.0,54.0,1587162.0,181533.0,-191414.0,-165714.0,-0.10762,-0.47722,
2019-10-01,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5895.0,2455.0,58708.0,1464337.0,-3850.0,-29550.0,-0.06154,-0.01978,
2019-10-08,BR,Фьючерсный контракт на нефть BRENT,F,1.0,6985.0,3243.0,99003.0,1309594.0,-28007.0,65387.0,-0.22051,0.05255,
2019-10-08,BR,Фьючерсный контракт на нефть BRENT,F,,72.0,52.0,1455282.0,244691.0,81163.0,-12231.0,0.05907,-0.04761,
2019-10-15,BR,Фьючерсный контракт на нефть BRENT,F,,77.0,47.0,1378482.0,282600.0,-65984.0,4978.0,-0.04568,0.01793,
2019-10-15,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5694.0,3955.0,143859.0,1239741.0,51816.0,-19146.0,0.56295,-0.01521,
2019-10-22,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4615.0,4877.0,179425.0,1215325.0,80136.0,-67374.0,0.8071,-0.05253,
2019-10-22,BR,Фьючерсный контракт на нефть BRENT,F,,70.0,54.0,1307083.0,271183.0,-150044.0,-2534.0,-0.10297,-0.00926,
2019-10-29,BR,Фьючерсный контракт на нефть BRENT,F,1.0,4380.0,4922.0,211848.0,1105335.0,-37324.0,21388.0,-0.14979,0.01973,
2019-10-29,BR,Фьючерсный контракт на нефть BRENT,F,,65.0,54.0,1475100.0,581613.0,230931.0,172219.0,0.18561,0.42067,
2019-11-05,BR,Фьючерсный контракт на нефть BRENT,F,,60.0,54.0,987236.0,143977.0,-108850.0,16197.0,-0.09931,0.12676,
2019-11-05,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2889.0,5360.0,210145.0,1053404.0,74814.0,-50233.0,0.55282,-0.04552,
2019-11-12,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3697.0,5070.0,191208.0,1254450.0,-14485.0,14091.0,-0.07042,0.01136,
2019-11-12,BR,Фьючерсный контракт на нефть BRENT,F,,67.0,56.0,1227781.0,164539.0,17904.0,-10672.0,0.0148,-0.06091,
2019-11-19,BR,Фьючерсный контракт на нефть BRENT,F,1.0,6032.0,3690.0,128099.0,1336005.0,-47195.0,79672.0,-0.26923,0.06342,
2019-11-19,BR,Фьючерсный контракт на нефть BRENT,F,,66.0,56.0,1315376.0,107470.0,119178.0,-7689.0,0.09963,-0.06677,
2019-11-26,BR,Фьючерсный контракт на нефть BRENT,F,,59.0,84.0,1164780.0,225192.0,121547.0,173467.0,0.11651,3.3536,
2019-11-26,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3120.0,7163.0,301634.0,1241222.0,47025.0,-4895.0,0.18469,-0.00393,
2019-12-03,BR,Фьючерсный контракт на нефть BRENT,F,,76.0,53.0,1329109.0,14939.0,60732.0,3315.0,0.04788,0.28519,
2019-12-03,BR,Фьючерсный контракт на нефть BRENT,F,1.0,6482.0,2602.0,78631.0,1392801.0,-1794.0,55623.0,-0.02231,0.0416,
2019-12-10,BR,Фьючерсный контракт на нефть BRENT,F,1.0,3048.0,7588.0,289276.0,1196896.0,24177.0,-26073.0,0.0912,-0.02132,
2019-12-10,BR,Фьючерсный контракт на нефть BRENT,F,,60.0,82.0,949706.0,42086.0,-36364.0,13886.0,-0.03688,0.49241,
2019-12-17,BR,Фьючерсный контракт на нефть BRENT,F,,58.0,87.0,846442.0,65726.0,-33361.0,11691.0,-0.03792,0.21636,
2019-12-17,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2650.0,8266.0,393883.0,1174599.0,40103.0,-4949.0,0.11336,-0.0042,
2019-12-24,BR,Фьючерсный контракт на нефть BRENT,F,,57.0,78.0,812023.0,49112.0,-60874.0,14526.0,-0.06974,0.42,
2019-12-24,BR,Фьючерсный контракт на нефть BRENT,F,1.0,2467.0,8456.0,405675.0,1168586.0,50294.0,-25106.0,0.14152,-0.02103,
2020-01-14,BR,Фьючерсный контракт на нефть BRENT,F,,79.0,39.0,605192.0,530542.0,-5.0,52928.0,-1e-05,0.11082,
2020-01-14,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5434.0,3828.0,135474.0,210124.0,31561.0,-21372.0,0.30373,-0.09232,
2020-01-21,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5767.0,3581.0,137114.0,209916.0,9204.0,578.0,0.07196,0.00276,
2020-01-21,BR,Фьючерсный контракт на нефть BRENT,F,,80.0,32.0,612201.0,539399.0,-3988.0,4638.0,-0.00647,0.00867,
2020-01-28,BR,Фьючерсный контракт на нефть BRENT,F,,93.0,39.0,764100.0,515679.0,32717.0,39466.0,0.04473,0.08287,
2020-01-28,BR,Фьючерсный контракт на нефть BRENT,F,1.0,7418.0,2966.0,107337.0,355758.0,-3499.0,-10248.0,-0.03157,-0.028,
2020-02-04,BR,Фьючерсный контракт на нефть BRENT,F,,97.0,31.0,609160.0,54368.0,41046.0,13616.0,0.07225,0.33412,
2020-02-04,BR,Фьючерсный контракт на нефть BRENT,F,1.0,9931.0,2270.0,96282.0,651074.0,29745.0,57175.0,0.44704,0.09627,
2020-02-11,BR,Фьючерсный контракт на нефть BRENT,F,1.0,10018.0,3179.0,140554.0,612255.0,19445.0,-42966.0,0.16056,-0.06557,
2020-02-11,BR,Фьючерсный контракт на нефть BRENT,F,,96.0,41.0,576290.0,104589.0,-36387.0,26024.0,-0.05939,0.33124,
2020-02-18,BR,Фьючерсный контракт на нефть BRENT,F,,89.0,49.0,362449.0,116223.0,-12893.0,6266.0,-0.03435,0.05699,
2020-02-18,BR,Фьючерсный контракт на нефть BRENT,F,1.0,7481.0,4174.0,211766.0,457992.0,15052.0,-4107.0,0.07652,-0.00889,
2020-02-25,BR,Фьючерсный контракт на нефть BRENT,F,,74.0,49.0,464842.0,109360.0,159541.0,-12953.0,0.52257,-0.1059,
2020-02-25,BR,Фьючерсный контракт на нефть BRENT,F,1.0,7968.0,3442.0,133905.0,489387.0,-76991.0,95503.0,-0.36507,0.24246,
2020-03-03,BR,Фьючерсный контракт на нефть BRENT,F,1.0,6927.0,2700.0,127987.0,359017.0,25963.0,-61850.0,0.25448,-0.14696,
2020-03-03,BR,Фьючерсный контракт на нефть BRENT,F,,84.0,24.0,365891.0,134861.0,-30830.0,56983.0,-0.07771,0.7317,
2020-03-10,BR,Фьючерсный контракт на нефть BRENT,F,1.0,5728.0,2145.0,85477.0,218044.0,32713.0,-350628.0,0.61999,-0.61657,
